,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Outlet_Year
9861,FDO36,19.7,Low Fat,0.078231229,Baking Goods,181.466,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9862,FDH16,10.5,Low Fat,0.087966875,Frozen Foods,91.583,OUT010,Small,Tier 3,Grocery Store,,Test,25
9863,FDX10,6.385,Regular,0.124214471,Snack Foods,35.5874,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9864,FDZ37,8.1,Regular,0.019880322,Canned,88.0198,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9865,FDU31,10.5,Regular,0.041829904,Fruits and Vegetables,217.8508,OUT010,Small,Tier 3,Grocery Store,,Test,25
9866,DRC49,8.67,Low Fat,0.065538317,Soft Drinks,141.8128,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9867,FDL15,17.85,Low Fat,0.046729336,Meat,152.5682,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9868,FDN32,17.5,Low Fat,0.0150643718,Fruits and Vegetables,186.0266,OUT019,Small,Tier 1,Grocery Store,,Test,38
9869,DRH59,10.8,Low Fat,0.058150483,Hard Drinks,74.138,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9870,NCU29,7.685,Low Fat,0.025517058,Health and Hygiene,147.476,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9871,FDR37,16.5,Regular,0.0641378066,Breakfast,183.7292,OUT019,Small,Tier 1,Grocery Store,,Test,38
9872,FDS14,7.285,Low Fat,0.050167414,Dairy,156.9288,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9873,FDU02,13.35,Low Fat,0.102015088,Dairy,227.2352,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9874,FDJ08,11.1,Low Fat,0.110651177,Fruits and Vegetables,192.7846,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9875,NCZ06,19.6,Low Fat,0.094352624,Household,253.8698,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9876,FDO31,6.76,Regular,0.029027743,Fruits and Vegetables,81.396,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9877,FDH31,12.0,Regular,0.020494302,Meat,101.2042,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9878,FDS58,9.285,Regular,0.021125435,Snack Foods,159.7578,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9879,NCA53,11.395,Low Fat,0.009830622,Health and Hygiene,48.9034,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9880,FDF50,4.905,Low Fat,0.08808420912500001,Canned,197.7768,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9881,NCW42,18.2,Low Fat,0.058559885,Household,222.6456,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9882,NCQ17,10.3,Low Fat,0.117169698,Health and Hygiene,156.163,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9883,FDK51,19.85,Low Fat,0.005256469,Dairy,264.0884,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9884,NCW41,18.0,Low Fat,0.025860761,Health and Hygiene,157.1604,OUT010,Small,Tier 3,Grocery Store,,Test,25
9885,NCR29,7.565,Low Fat,0.054949947,Health and Hygiene,54.993,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9886,FDB08,6.055,Low Fat,0.054457963,Fruits and Vegetables,158.8578,OUT019,Small,Tier 1,Grocery Store,,Test,38
9887,FDA40,16.0,Regular,0.098790484,Frozen Foods,85.8856,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9888,FDL14,8.115,Regular,0.032289868,Canned,157.6972,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9889,FDB47,8.8,Low Fat,0.071429389,Snack Foods,207.4612,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9890,FDO03,10.395,Regular,0.036876003,Meat,228.3352,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9891,DRK13,11.8,Low Fat,0.201643565,Soft Drinks,197.7084,OUT019,Small,Tier 1,Grocery Store,,Test,38
9892,FDX13,7.725,Low Fat,0.079978878,Canned,248.3092,OUT010,Small,Tier 3,Grocery Store,,Test,25
9893,FDF52,9.3,Low Fat,0.066783292,Frozen Foods,183.0292,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9894,FDT11,5.94,Regular,0.029347924,Breads,188.4556,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9895,FDB08,6.055,Low Fat,0.02681572833333333,Fruits and Vegetables,160.1578,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9896,FDQ28,14.0,Regular,0.0630135894,Frozen Foods,155.6656,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9897,FDD29,12.15,Low Fat,0.018447852,Frozen Foods,252.6698,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9898,NCQ29,12.0,Low Fat,0.103725396,Health and Hygiene,261.7278,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9899,NCO02,11.15,Low Fat,0.073307104,Others,65.2142,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9900,FDR56,15.5,Regular,0.168661356,Fruits and Vegetables,195.8768,OUT010,Small,Tier 3,Grocery Store,,Test,25
9901,NCM54,17.7,Low Fat,0.051018257,Household,125.2678,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9902,FDP51,13.85,Regular,0.085258864,Meat,116.8124,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9903,FDT38,18.7,Low Fat,0.057489563,Dairy,84.7566,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9904,FDZ20,16.1,Low Fat,0.034446714,Fruits and Vegetables,253.3356,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9905,FDJ53,10.5,Low Fat,0.071198613,Frozen Foods,120.6098,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9906,FDX13,7.725,Low Fat,0.047857249,Canned,249.2092,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9907,FDP58,11.1,Low Fat,0.135116764,Snack Foods,220.4482,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9908,NCK31,10.895,Low Fat,0.047357161,Others,51.9666,OUT019,Small,Tier 1,Grocery Store,,Test,38
9909,FDA35,14.85,Regular,0.054056872,Baking Goods,123.2072,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9910,FDV37,13.0,Regular,0.083854075,Canned,198.7426,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9911,NCO07,9.06,Low Fat,0.009728926,Others,213.656,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9912,FDA20,6.78,Low Fat,0.066756194,Fruits and Vegetables,187.324,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9913,FDZ59,6.63,Regular,0.104001913,Baking Goods,168.45,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9914,NCY17,18.2,Low Fat,0.164018678,Health and Hygiene,44.9086,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9915,FDQ28,14.0,Regular,0.060415636,Frozen Foods,153.1656,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9916,FDV35,19.5,Low Fat,0.128931187,Breads,154.6314,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9917,FDQ36,7.855,Regular,0.161413005,Baking Goods,35.2848,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9918,FDD34,7.945,Low Fat,0.01594096,Snack Foods,163.121,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9919,FDK51,19.85,Low Fat,0.005048548333333333,Dairy,265.0884,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9920,FDV31,9.8,Low Fat,0.106697143,Fruits and Vegetables,175.637,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9921,FDR04,7.075,Low Fat,0.022562708,Frozen Foods,95.9068,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9922,FDR14,11.65,Low Fat,0.174319632,Dairy,55.5298,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9923,DRC36,13.0,Regular,0.075295456,Soft Drinks,174.4054,OUT010,Small,Tier 3,Grocery Store,,Test,25
9924,FDE39,7.89,Low Fat,0.063266852,Dairy,120.6782,OUT019,Small,Tier 1,Grocery Store,,Test,38
9925,FDP57,17.5,Low Fat,0.052525654,Snack Foods,104.399,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9926,FDE57,9.6,Low Fat,0.036285125,Fruits and Vegetables,141.2154,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9927,NCN18,8.895,Low Fat,0.12471467,Household,111.4544,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9928,NCQ05,11.395,Low Fat,0.021694101,Health and Hygiene,150.0708,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9929,FDW47,15.0,Low Fat,0.046366458,Breads,119.9414,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9930,FDV46,18.2,Low Fat,0.012605492,Snack Foods,137.818,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9931,NCP29,8.42,Low Fat,0.112498699,Health and Hygiene,62.8168,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9932,FDE09,8.775,Low Fat,0.021691386,Fruits and Vegetables,110.5228,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9933,NCU06,17.6,Low Fat,0.074046742,Household,229.801,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9934,FDT19,7.59,Regular,0.242768664,Fruits and Vegetables,173.708,OUT010,Small,Tier 3,Grocery Store,,Test,25
9935,DRF15,18.35,Low Fat,0.033401862,Dairy,152.234,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9936,DRI51,17.25,Low Fat,0.042206477,Dairy,170.2764,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9937,NCX54,9.195,Low Fat,0.048019877,Household,104.2622,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9938,DRE01,10.1,Low Fat,0.167016095,Soft Drinks,241.5512,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9939,NCB07,19.2,Low Fat,0.077664737,Household,195.511,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9940,FDU50,5.75,Regular,0.075155997,Dairy,114.1176,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9941,FDG40,13.65,Low Fat,0.039816816,Frozen Foods,34.1558,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9942,FDW10,21.2,Low Fat,0.070964186,Snack Foods,175.637,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9943,FDX51,9.5,Regular,0.022040367,Meat,194.1452,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9944,NCP17,19.35,Low Fat,0.027770577,Health and Hygiene,63.1168,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9945,FDP21,7.42,Regular,0.025735975,Snack Foods,187.7872,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9946,FDL04,19.0,Low Fat,0.112150406,Frozen Foods,105.2622,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9947,FDV23,11.0,Low Fat,0.105748691,Breads,123.1046,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9948,FDF24,15.5,Regular,0.025370468,Baking Goods,81.1934,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9949,FDH56,9.8,Regular,0.063508168,Fruits and Vegetables,113.8492,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9950,FDB51,6.92,Low Fat,0.038513862,Dairy,61.5852,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9951,FDI58,7.64,Regular,0.070362085,Snack Foods,95.112,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9952,FDR20,20.0,Regular,0.028100349,Fruits and Vegetables,46.9744,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9953,FDC51,10.895,Regular,0.009661057,Dairy,122.973,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9954,FDB16,8.21,Low Fat,0.044708228,Dairy,86.2198,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9955,FDE40,15.6,Regular,0.099297902,Dairy,60.5194,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9956,NCM17,7.93,Low Fat,0.071122419,Health and Hygiene,43.7086,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9957,FDU56,16.85,Low Fat,0.033379831125,Fruits and Vegetables,185.3266,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9958,FDS32,17.75,Regular,0.051920175,Fruits and Vegetables,140.9838,OUT019,Small,Tier 1,Grocery Store,,Test,38
9959,FDX02,16.0,Low Fat,0.057148803,Dairy,224.3404,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9960,FDT39,6.26,Regular,0.009820129,Meat,152.7366,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9961,FDE35,7.06,Regular,0.044148717,Starchy Foods,56.9904,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9962,NCI42,18.75,Low Fat,0.018148732,Household,210.1954,OUT019,Small,Tier 1,Grocery Store,,Test,38
9963,DRL23,18.35,Low Fat,0.015304311,Hard Drinks,105.7938,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9964,FDA10,20.35,Low Fat,0.141816013,Snack Foods,122.2072,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9965,FDA11,7.75,Low Fat,0.04320284,Baking Goods,95.6436,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9966,NCM06,7.475,Low Fat,0.075727897,Household,154.7656,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9967,NCT05,10.895,Low Fat,0.020947887,Health and Hygiene,257.5672,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9968,NCQ02,12.6,Low Fat,0.012480591,Household,186.2556,OUT010,Small,Tier 3,Grocery Store,,Test,25
9969,NCY06,15.25,Low Fat,0.06127993,Household,129.6968,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9970,FDY56,16.35,Regular,0.062399603,Fruits and Vegetables,224.7062,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9971,FDL02,20.0,Regular,0.104063695,Canned,104.5622,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9972,NCI06,11.3,Low Fat,0.047708667,Household,178.366,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9973,FDQ14,9.27,Low Fat,0.061912597,Dairy,150.105,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9974,FDQ12,12.65,Low Fat,0.035611045,Baking Goods,228.301,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9975,FDP36,10.395,Regular,0.091172403,Baking Goods,48.6008,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9976,FDK21,7.905,Low Fat,0.009963834,Snack Foods,250.8408,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9977,FDO40,17.1,Low Fat,0.032694281,Frozen Foods,147.8392,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9978,NCK54,12.15,Low Fat,0.016397122111111113,Household,117.515,OUT019,Small,Tier 1,Grocery Store,,Test,38
9979,FDY09,15.6,Low Fat,0.025302804,Snack Foods,176.8054,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9980,NCW30,5.21,Low Fat,0.011027014,Household,260.6962,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9981,NCC55,10.695000000000002,Low Fat,0.054986030222222225,Household,36.2848,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9982,FDE58,18.5,Low Fat,0.052280828,Snack Foods,117.3124,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9983,FDR39,20.35,Low Fat,0.083729547,Meat,184.4292,OUT013,High,Tier 3,Supermarket Type1,,Test,36
9984,FDU28,19.2,Regular,0.094064368,Frozen Foods,187.0214,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9985,FDH08,7.51,Low Fat,0.017527666,Fruits and Vegetables,228.001,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9986,FDG35,21.2,Regular,0.007055259,Starchy Foods,175.4738,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
9987,FDG22,17.6,Regular,0.041445492,Snack Foods,35.219,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
9988,FDC34,16.0,Regular,0.172726426,Snack Foods,156.7972,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9989,FDP15,15.2,Low Fat,0.084284513,Meat,254.933,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9990,FDK34,13.35,Low Fat,0.06448577,Snack Foods,239.4564,OUT010,Small,Tier 3,Grocery Store,,Test,25
9991,FDU45,15.6,Regular,0.035499428,Snack Foods,115.7518,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
9992,FDQ04,6.4,Low Fat,0.084343183,Frozen Foods,39.7796,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9993,FDX22,6.785,Regular,0.023068402,Snack Foods,209.7928,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
9994,FDB45,20.85,Low Fat,0.021450443,Fruits and Vegetables,103.6306,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9995,NCH43,8.42,Low Fat,0.070227182,Household,217.1192,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9996,DRE60,9.395,Low Fat,0.159334462,Soft Drinks,224.372,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
9997,FDD17,7.5,Low Fat,0.032468955,Frozen Foods,236.1906,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
9998,NCM54,17.7,Low Fat,0.051227193,Household,127.2678,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
9999,NCH55,16.35,Low Fat,0.034643462,Household,127.402,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10000,NCT06,17.1,Low Fat,0.038956669,Household,165.1842,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10001,FDA48,12.1,Low Fat,0.114317778,Baking Goods,221.5114,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10002,FDY58,11.65,Low Fat,0.039725274,Snack Foods,228.2694,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10003,FDO25,6.3,Low Fat,0.127707501,Canned,211.327,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10004,FDN50,16.85,Regular,0.026573609,Canned,94.912,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10005,FDH35,18.25,Low Fat,0.060237241,Starchy Foods,164.9526,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10006,FDK09,15.2,Low Fat,0.091949401,Snack Foods,227.4352,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10007,FDO16,5.48,Low Fat,0.015095622,Frozen Foods,82.325,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10008,FDW11,12.6,Low Fat,0.048881014,Breads,63.7194,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10009,FDU47,12.8,Regular,0.10930640975,Breads,140.3838,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10010,NCQ42,20.35,Low Fat,0.065726925,Household,128.6678,OUT010,Small,Tier 3,Grocery Store,,Test,25
10011,FDK55,18.5,Low Fat,0.025636945,Meat,89.1172,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10012,FDN08,7.72,Regular,0.088502045,Fruits and Vegetables,116.2466,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10013,FDT57,15.2,Low Fat,0.019073386,Snack Foods,237.7248,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10014,FDJ12,8.895,Regular,0.039200151,Baking Goods,207.5296,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10015,DRL59,16.75,Low Fat,0.021344178,Hard Drinks,52.2298,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10016,NCN53,5.175,Low Fat,0.030355463,Health and Hygiene,35.0874,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10017,FDO51,6.785,Regular,0.07027007,Meat,43.9112,OUT010,Small,Tier 3,Grocery Store,,Test,25
10018,FDK56,9.695,Low Fat,0.130733334,Fruits and Vegetables,188.3898,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10019,FDY12,9.8,Regular,0.140584452,Baking Goods,52.3008,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10020,FDU15,13.65,Regular,0.026597059,Meat,36.3532,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10021,FDQ19,7.35,Regular,0.014365128,Fruits and Vegetables,242.8512,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10022,DRF15,18.35,Low Fat,0.033281349,Dairy,154.134,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10023,DRE25,15.35,Low Fat,0.128309411,Soft Drinks,92.112,OUT019,Small,Tier 1,Grocery Store,,Test,38
10024,FDK57,10.195,Low Fat,0.080619969,Snack Foods,119.144,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10025,FDD33,12.85,Low Fat,0.181092301,Fruits and Vegetables,231.6642,OUT010,Small,Tier 3,Grocery Store,,Test,25
10026,FDR34,17.0,Regular,0.015887996,Snack Foods,228.6352,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10027,FDU04,7.93,Low Fat,0.005559688,Frozen Foods,121.2414,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10028,FDE35,7.06,Regular,0.07686393,Starchy Foods,60.4904,OUT019,Small,Tier 1,Grocery Store,,Test,38
10029,NCD31,12.1,Low Fat,0.015431545,Household,162.7526,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10030,FDJ56,8.985,Low Fat,0.183368339,Fruits and Vegetables,100.07,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10031,NCU53,5.485,Low Fat,0.042751812,Health and Hygiene,164.5842,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10032,FDD39,16.7,Low Fat,0.070141633,Dairy,214.985,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10033,NCU17,5.32,Low Fat,0.162626685,Health and Hygiene,103.6674,OUT019,Small,Tier 1,Grocery Store,,Test,38
10034,FDJ20,20.7,Regular,0.100174939,Fruits and Vegetables,123.2388,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10035,NCW41,18.0,Low Fat,0.015513314,Health and Hygiene,156.9604,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10036,FDL52,6.635,Regular,0.046081489,Frozen Foods,38.0506,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10037,FDS39,6.895,Low Fat,0.022456327,Meat,141.2812,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10038,DRJ47,18.25,Low Fat,0.044340045,Hard Drinks,173.908,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10039,FDP13,8.1,Regular,0.224830093,Canned,40.248,OUT010,Small,Tier 3,Grocery Store,,Test,25
10040,DRK39,7.02,Low Fat,0.083464455,Dairy,82.425,OUT010,Small,Tier 3,Grocery Store,,Test,25
10041,FDF28,15.7,Regular,0.06337778,Frozen Foods,126.2046,OUT010,Small,Tier 3,Grocery Store,,Test,25
10042,FDB09,16.25,Low Fat,0.057512493,Fruits and Vegetables,125.5046,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10043,FDM51,11.8,Regular,0.025926223,Meat,99.9674,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10044,DRM49,6.11,Regular,0.152573001,Soft Drinks,45.1086,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10045,DRF23,4.61,Low Fat,0.122550245,Hard Drinks,176.1396,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10046,DRH01,17.5,Low Fat,0.097885516,Soft Drinks,172.6738,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10047,FDH12,9.6,Low Fat,0.08454227,Baking Goods,107.128,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10048,FDA28,16.1,Regular,0.083694927,Frozen Foods,124.8362,OUT019,Small,Tier 1,Grocery Store,,Test,38
10049,FDW37,19.2,Low Fat,0.124555719,Canned,90.3488,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10050,FDF02,16.2,Low Fat,0.103473165,Canned,103.799,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10051,DRL37,15.5,Low Fat,0.053372178,Soft Drinks,43.377,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10052,NCF43,8.51,Low Fat,0.051945908,Household,141.547,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10053,FDH08,7.51,Low Fat,0.029172707,Fruits and Vegetables,228.201,OUT010,Small,Tier 3,Grocery Store,,Test,25
10054,FDR34,17.0,Regular,0.027953194,Snack Foods,229.4352,OUT019,Small,Tier 1,Grocery Store,,Test,38
10055,NCK19,9.8,Low Fat,0.09060629,Others,195.0478,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10056,NCD55,14.0,Low Fat,0.024430294,Household,42.6454,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10057,FDT27,11.395,Regular,0.069695361,Meat,233.7616,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10058,FDQ57,7.275,Low Fat,0.02800432,Snack Foods,146.976,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10059,FDA47,10.5,Regular,0.116651733,Baking Goods,162.421,OUT035,Small,Tier 2,Supermarket Type1,,Test,19
10060,DRG15,6.13,Low Fat,0.076364306,Dairy,63.0536,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10061,FDE05,10.895,Regular,0.03258625,Frozen Foods,145.6102,OUT018,Medium,Tier 3,Supermarket Type2,,Test,14
10062,FDN46,7.21,Regular,0.144631478,Snack Foods,100.6332,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
10063,FDX27,20.7,Regular,0.113564473,Dairy,92.6436,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10064,FDT51,11.65,Regular,0.010940934,Meat,110.4544,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10065,FDU33,7.63,Regular,0.134597662,Snack Foods,44.7402,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10066,FDJ16,9.195000000000002,Low Fat,0.114329308,Frozen Foods,59.4246,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10067,FDD20,14.15,Low Fat,0.036268455,Fruits and Vegetables,122.5046,OUT019,Small,Tier 1,Grocery Store,,Test,38
10068,FDT36,12.3,Low Fat,0.111447593,Baking Goods,33.4874,OUT049,Medium,Tier 1,Supermarket Type1,,Test,24
10069,DRF15,18.35,Low Fat,0.03305315,Dairy,152.334,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10070,FDN52,9.395,Regular,0.220221011,Frozen Foods,88.1198,OUT010,Small,Tier 3,Grocery Store,,Test,25
10071,FDC22,6.89,Regular,0.135767734,Snack Foods,191.282,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10072,FDX15,17.2,Low Fat,0.156615836,Meat,160.6578,OUT045,Small,Tier 2,Supermarket Type1,,Test,21
10073,FDT13,14.85,Low Fat,0.018556186,Canned,187.1214,OUT013,High,Tier 3,Supermarket Type1,,Test,36
10074,FDU04,7.93,Low Fat,0.00557982,Frozen Foods,121.1414,OUT017,Small,Tier 2,Supermarket Type1,,Test,16
10075,FDU31,10.5,Regular,0.043756113,Fruits and Vegetables,216.3508,OUT019,Small,Tier 1,Grocery Store,,Test,38
10076,FDW59,13.15,Low Fat,0.020170768,Breads,85.4566,OUT027,Medium,Tier 3,Supermarket Type3,,Test,38
10077,NCO29,11.15,Low Fat,0.032256191,Health and Hygiene,165.1526,OUT046,Small,Tier 1,Supermarket Type1,,Test,26
